train_error,valid_error
608.020263671875,474.7494201660156
448.1805725097656,465.43560791015625
506.79010009765625,466.7778625488281
582.447265625,446.9183654785156
387.4430847167969,502.8785095214844
664.7786254882812,479.18450927734375
296.9898376464844,482.7095031738281
536.2802124023438,482.3250427246094
454.3233947753906,449.6903991699219
621.9139404296875,479.9368591308594
366.2086486816406,477.1507568359375
596.2581787109375,463.93670654296875
568.8704223632812,445.3245849609375
802.8156127929688,458.14794921875
593.4268188476562,448.5014343261719
486.7329406738281,464.0758972167969
374.2019348144531,455.8721618652344
530.5764770507812,455.6460876464844
639.26953125,470.82208251953125
364.89837646484375,450.09637451171875
585.1702880859375,459.46014404296875
415.8708801269531,452.8450012207031
484.88104248046875,448.49139404296875
473.87109375,468.7395324707031
438.8697814941406,441.214599609375
436.02557373046875,455.40374755859375
474.2432861328125,447.4632873535156
458.7442932128906,474.5450134277344
581.2034912109375,489.9417724609375
731.7955932617188,462.13031005859375
470.3943176269531,477.7693176269531
311.7880554199219,465.08392333984375
491.3509521484375,452.7746276855469
752.16455078125,459.512451171875
603.1064453125,444.9183349609375
580.8722534179688,473.9847412109375
630.8285522460938,478.8209228515625
570.5557250976562,460.2742919921875
382.3222961425781,463.9293212890625
450.136474609375,459.8659973144531
585.03564453125,445.5909423828125
510.59527587890625,470.51373291015625
506.031005859375,442.71728515625
531.6778564453125,454.8781433105469
443.1884460449219,442.7970886230469
367.31243896484375,473.07330322265625
607.97705078125,437.45477294921875
581.7493286132812,470.3543395996094
737.0631713867188,472.4658508300781
372.34881591796875,455.8954162597656
351.41717529296875,444.9648132324219
542.5087280273438,453.5029602050781
536.4785766601562,445.7567443847656
540.296142578125,448.70013427734375
504.04376220703125,423.8078308105469
518.6943359375,452.6070556640625
484.3147888183594,448.4927062988281
649.921875,448.65673828125
477.9767150878906,440.049560546875
387.18890380859375,443.31927490234375
490.4298095703125,470.9106750488281
473.7387390136719,472.55511474609375
477.9098205566406,442.6628112792969
392.7312927246094,455.9467468261719
636.2908935546875,468.979736328125
543.4981689453125,449.68414306640625
317.84271240234375,479.3719482421875
523.420166015625,458.85565185546875
447.12139892578125,473.0850524902344
454.0024108886719,414.4112854003906
642.5304565429688,471.96588134765625
719.7913208007812,458.65716552734375
514.5228881835938,444.164794921875
531.66259765625,442.1282043457031
420.2767028808594,443.5883483886719
711.2447509765625,463.0179443359375
518.0690307617188,449.5575866699219
536.2921142578125,438.0874938964844
477.6068420410156,457.375732421875
567.16650390625,445.9258728027344
520.0899047851562,455.250244140625
548.0130004882812,446.526611328125
408.45050048828125,439.2400817871094
530.6544189453125,438.87725830078125
592.4173583984375,474.7292785644531
316.4223937988281,453.63836669921875
558.2077026367188,430.02447509765625
579.0152587890625,441.83184814453125
521.972900390625,439.7807312011719
334.447265625,432.7894287109375
653.1767578125,451.4696044921875
318.6228942871094,441.8127136230469
458.436767578125,432.76788330078125
313.2486267089844,469.1091613769531
541.0333862304688,425.8534240722656
484.09136962890625,445.1596374511719
420.0502014160156,429.7644958496094
390.4176330566406,450.4870910644531
580.2269897460938,436.2568054199219
224.89390563964844,450.5850524902344
258.50103759765625,440.56390380859375
530.6370239257812,436.7856140136719
641.2621459960938,423.85540771484375
577.1340942382812,432.9215087890625
535.69091796875,429.35308837890625
506.3017883300781,443.31268310546875
330.7935791015625,435.5234375
484.7335510253906,445.1188049316406
692.5732421875,442.7861633300781
517.6839599609375,454.22479248046875
557.9655151367188,461.9445495605469
757.2213745117188,443.32037353515625
357.3524475097656,475.2546081542969
626.9395141601562,431.2535095214844
325.7820129394531,436.1122741699219
477.5910949707031,460.9913330078125
602.1351928710938,433.2750549316406
705.9910278320312,440.11614990234375
594.000244140625,421.2020568847656
462.0845642089844,472.6995544433594
410.2749938964844,477.22296142578125
396.07354736328125,426.06842041015625
684.18212890625,436.6842041015625
435.6412658691406,441.707275390625
677.7501831054688,451.7438659667969
520.7273559570312,462.1624755859375
523.5505981445312,433.3460693359375
645.5703125,431.4624938964844
512.9667358398438,445.36395263671875
401.2312927246094,445.90936279296875
451.485595703125,423.8837585449219
435.412353515625,449.0183410644531
312.8602294921875,426.6656188964844
647.8787841796875,448.21978759765625
523.302734375,440.39971923828125
293.87200927734375,434.91351318359375
750.561279296875,435.51739501953125
538.8355712890625,434.00299072265625
418.4447937011719,424.7425842285156
456.36993408203125,418.7264404296875
393.65118408203125,460.1082763671875
437.5713195800781,432.7408142089844
518.2042236328125,431.3465881347656
490.7246398925781,448.37371826171875
574.7019653320312,461.0010681152344
655.6585083007812,421.8343811035156
614.8486328125,427.1605529785156
564.5095825195312,442.0580749511719
193.8728790283203,463.719482421875
519.0249633789062,423.15008544921875
373.51861572265625,445.8193359375
805.5498657226562,434.3689270019531
555.905517578125,436.3798828125
580.112548828125,442.58319091796875
543.9677124023438,439.4950866699219
417.9500732421875,438.3656311035156
764.1525268554688,428.2035217285156
347.6739501953125,441.87066650390625
638.20751953125,439.5482482910156
343.221435546875,437.5740051269531
555.3954467773438,439.5824279785156
327.0103454589844,467.2117919921875
665.8729858398438,424.9781188964844
301.3813171386719,426.55780029296875
567.6126098632812,433.6441955566406
320.7911376953125,406.6327819824219
452.8515319824219,432.818359375
335.8287048339844,404.8202819824219
246.33082580566406,416.39080810546875
834.5797119140625,442.9400634765625
712.9854125976562,431.8628234863281
523.0125732421875,405.4170227050781
449.25225830078125,438.4989929199219
415.5880432128906,469.48602294921875
658.5052490234375,453.5064392089844
363.45965576171875,434.8974304199219
554.3687133789062,479.069091796875
383.0008850097656,425.0337219238281
432.3253173828125,434.4964294433594
494.11065673828125,480.0430603027344
710.4159545898438,479.0010070800781
219.70191955566406,430.10992431640625
507.3572082519531,439.58990478515625
365.2145690917969,432.8094177246094
376.5442810058594,429.43096923828125
400.89599609375,437.6402587890625
384.7057189941406,435.0230712890625
308.8126525878906,438.75726318359375
494.7742614746094,436.5363464355469
602.4563598632812,437.4659118652344
460.8185119628906,435.5605163574219
889.1287841796875,455.98992919921875
575.13330078125,461.6329345703125
305.7884826660156,426.96148681640625
372.9447937011719,491.07208251953125
621.9777221679688,454.1407775878906
557.6753540039062,430.9229736328125
403.8765563964844,437.4749755859375
516.8776245117188,464.57080078125
402.7248840332031,434.11151123046875
537.3865966796875,431.72650146484375
454.2574157714844,447.3265380859375
486.9402160644531,414.8665466308594
399.7139587402344,458.605224609375
275.073486328125,456.79461669921875
466.7962341308594,401.7832336425781
761.10107421875,426.36224365234375
367.24908447265625,423.92041015625
752.3495483398438,428.7025146484375
671.9381713867188,436.17047119140625
533.5105590820312,427.1171875
513.8268432617188,438.5342102050781
652.534912109375,420.2418518066406
326.99346923828125,415.3900146484375
572.2855834960938,455.7525329589844
334.2924499511719,442.9259338378906
698.9476928710938,443.34344482421875
438.42254638671875,458.4938659667969
528.9794311523438,424.8072814941406
602.0689086914062,434.1330871582031
487.1464538574219,438.2978820800781
693.8838500976562,435.9090881347656
646.758544921875,432.25311279296875
503.66827392578125,431.30584716796875
442.1999206542969,432.96905517578125
546.4406127929688,414.41070556640625
647.5933227539062,412.2519226074219
312.6411437988281,458.4432678222656
638.9142456054688,415.2930908203125
554.1353149414062,417.6022644042969
438.4171142578125,435.93634033203125
595.5577392578125,441.5928955078125
574.6682739257812,433.3387756347656
504.7279357910156,419.11224365234375
426.2361145019531,421.56298828125
669.0611572265625,432.9428405761719
255.31375122070312,425.8751525878906
501.33465576171875,412.2089538574219
498.5943298339844,415.2655944824219
395.501953125,423.71588134765625
692.7948608398438,446.0137023925781
685.2164916992188,440.1770935058594
426.1036682128906,444.42138671875
427.0663757324219,442.86328125
406.037109375,428.6928405761719
612.5070190429688,437.2265625
518.4077758789062,416.4170837402344
610.1715087890625,408.7717590332031
493.4715576171875,430.374755859375
429.18597412109375,421.9180603027344
324.78936767578125,415.55499267578125
251.78939819335938,421.57061767578125
525.3005981445312,433.28741455078125
436.1681213378906,413.0075378417969
499.3529357910156,421.2193603515625
367.9906921386719,425.1428527832031
675.7399291992188,426.7138366699219
495.9407653808594,407.346435546875
349.07586669921875,412.0971374511719
518.3453369140625,405.62921142578125
424.94439697265625,414.1605529785156
592.7926635742188,427.2707214355469
435.5928649902344,394.4427185058594
447.3152160644531,435.7091369628906
382.5007019042969,425.328125
410.034423828125,402.3182067871094
517.14599609375,387.14404296875
766.8870239257812,388.4548645019531
453.68560791015625,404.8413391113281
715.9178466796875,405.06915283203125
678.266357421875,381.7271728515625
528.2923583984375,396.3075256347656
359.80364990234375,412.69671630859375
609.8692016601562,423.01910400390625
702.07763671875,394.7934265136719
405.8345947265625,405.5823669433594
621.44677734375,421.99798583984375
741.5256958007812,440.6812744140625
254.0968475341797,410.67327880859375
306.6999206542969,404.2976989746094
590.543701171875,403.38104248046875
518.2035522460938,379.844482421875
372.4893493652344,432.288330078125
424.1268310546875,399.24920654296875
611.7537841796875,415.67449951171875
286.47613525390625,390.36334228515625
457.3913269042969,411.21795654296875
606.515380859375,411.73968505859375
406.1946716308594,396.8034973144531
395.0577697753906,392.8380126953125
444.74041748046875,415.70086669921875
286.5542297363281,390.2557373046875
461.9299011230469,404.0881042480469
344.8686828613281,438.91876220703125
495.45745849609375,403.3197021484375
586.4847412109375,401.0333251953125
236.44960021972656,419.0537414550781
404.79571533203125,412.13043212890625
442.5676574707031,410.24560546875
412.0437316894531,387.9807434082031
440.64959716796875,398.41729736328125
265.48175048828125,409.5220031738281
445.9959411621094,410.8150634765625
425.5743103027344,405.5653076171875
308.3531188964844,387.6087646484375
318.6882629394531,395.629150390625
618.3429565429688,391.6127624511719
530.0758056640625,405.2810363769531
543.2783203125,409.4241638183594
390.0862121582031,402.4342346191406
654.2398681640625,421.3197326660156
491.3502197265625,374.39080810546875
538.0330810546875,414.3239440917969
752.7607421875,435.86883544921875
465.4776916503906,392.7991027832031
580.4224243164062,381.9200744628906
400.655029296875,398.6033020019531
412.4763488769531,402.1742248535156
593.9656372070312,410.43450927734375
518.4700927734375,411.06573486328125
369.86468505859375,430.1438293457031
508.1352844238281,414.9623107910156
683.9346313476562,403.3249816894531
694.9132690429688,391.97454833984375
493.114501953125,396.9233093261719
399.52728271484375,385.89532470703125
528.6790161132812,403.22344970703125
444.26727294921875,405.7406005859375
553.8821411132812,418.3067932128906
568.2017211914062,393.71075439453125
360.5520324707031,404.43170166015625
648.0485229492188,403.3945617675781
410.9513854980469,390.4994812011719
755.8082275390625,407.1036071777344
534.72021484375,425.8294982910156
358.0285339355469,412.8106994628906
1006.76171875,407.70709228515625
317.4715270996094,405.6535339355469
574.5303344726562,394.0126953125
484.48553466796875,393.24420166015625
414.638916015625,384.667236328125
562.8776245117188,405.1995849609375
317.303466796875,411.67498779296875
481.3321838378906,391.2102355957031
235.1320037841797,390.314697265625
358.6117248535156,394.6899719238281
341.1517639160156,393.3858642578125
591.1347045898438,421.8011474609375
432.9967346191406,381.5191650390625
463.03045654296875,387.416748046875
645.758056640625,396.69073486328125
528.4976196289062,411.525634765625
379.3861999511719,388.6831970214844
469.7931823730469,415.98199462890625
517.853759765625,386.4068908691406
278.9458312988281,387.2681884765625
417.4173889160156,379.67529296875
887.5446166992188,398.6269836425781
382.61102294921875,373.3243713378906
315.4377746582031,407.364990234375
303.6792907714844,390.5226745605469
349.2593688964844,420.52862548828125
336.2115173339844,368.3170166015625
498.89923095703125,401.11492919921875
545.9655151367188,380.533203125
462.325927734375,393.766357421875
375.0211486816406,396.09149169921875
407.4292907714844,386.5022277832031
513.3637084960938,395.879150390625
377.09918212890625,379.92724609375
357.0707092285156,399.95513916015625
594.8125,403.8749084472656
353.70501708984375,377.0738220214844
547.2813110351562,406.9316101074219
293.10302734375,404.0006103515625
321.4428405761719,383.722900390625
600.3253173828125,384.7840270996094
669.0133056640625,396.7345886230469
680.8118286132812,389.0085144042969
356.8163146972656,402.9868469238281
555.193115234375,392.12188720703125
428.3633117675781,375.0635070800781
336.8726501464844,386.5523376464844
508.3982849121094,380.42236328125
607.9307861328125,401.03594970703125
518.8453369140625,393.1300964355469
371.3158264160156,415.51141357421875
376.733154296875,423.54522705078125
474.3194580078125,395.7213439941406
402.3050537109375,393.00299072265625
324.7513732910156,397.4659118652344
395.8625183105469,420.05926513671875
623.7322387695312,425.7709045410156
568.3905639648438,387.62322998046875
370.9444580078125,410.10089111328125
393.60540771484375,395.47503662109375
317.4765930175781,411.104248046875
313.61517333984375,418.317138671875
575.7012329101562,418.9217834472656
524.8724365234375,389.329345703125
461.21282958984375,405.8675231933594
464.7471618652344,396.04595947265625
451.6095275878906,384.06610107421875
429.0975341796875,380.6830139160156
461.9341125488281,376.9918518066406
323.1076354980469,375.7027587890625
417.51019287109375,380.7693786621094
473.9667053222656,371.8299255371094
613.8195190429688,408.06268310546875
445.7342224121094,395.89239501953125
575.766357421875,391.4005432128906
306.2111511230469,390.08184814453125
390.1927795410156,366.82025146484375
433.5130920410156,367.1788635253906
623.8136596679688,404.4713134765625
433.86041259765625,362.95361328125
431.0230712890625,380.3193054199219
543.3093872070312,367.3341369628906
262.2747497558594,398.6913757324219
511.2948303222656,378.4221496582031
710.8616333007812,360.6557922363281
405.1085510253906,389.9910583496094
378.5860290527344,374.0305480957031
423.1669921875,371.13848876953125
302.2973327636719,380.5033874511719
245.06239318847656,395.1994934082031
367.75177001953125,378.3043518066406
358.5951843261719,386.6410217285156
531.2850952148438,396.6253662109375
648.3997802734375,398.5848083496094
351.316162109375,360.8526916503906
440.0157470703125,381.92889404296875
611.2603149414062,368.9678039550781
653.17626953125,380.9498596191406
501.17156982421875,371.9593200683594
434.24945068359375,380.98284912109375
271.8438720703125,387.2601013183594
325.0699462890625,383.72637939453125
437.94903564453125,375.4496154785156
544.5658569335938,391.6647644042969
515.9098510742188,381.3752746582031
653.1759643554688,409.9469299316406
379.8713684082031,379.35418701171875
561.359375,384.21728515625
578.0198974609375,373.4553527832031
538.263916015625,386.19390869140625
351.08917236328125,383.8726501464844
498.2710266113281,388.7351379394531
492.6337890625,407.0915832519531
429.8786315917969,377.6000671386719
577.3936157226562,365.1154479980469
509.4598693847656,388.720947265625
405.4521179199219,396.5755920410156
279.56396484375,379.998779296875
383.5836486816406,388.22802734375
534.2266235351562,400.1174621582031
484.1368713378906,399.3355712890625
526.345703125,380.2242736816406
724.8397827148438,378.5884094238281
296.633056640625,370.6478576660156
424.1700439453125,397.6372375488281
396.68560791015625,378.5317687988281
582.1309204101562,379.6250305175781
441.11895751953125,403.8406677246094
401.93499755859375,379.6676025390625
757.072509765625,424.9502258300781
482.3592834472656,380.3245849609375
534.485107421875,402.3829650878906
318.0845031738281,389.9731750488281
282.8527526855469,383.1776428222656
653.4127197265625,377.3369445800781
467.9363098144531,367.83453369140625
397.7238464355469,369.8336486816406
378.1523132324219,378.6109924316406
570.7667236328125,381.47015380859375
672.146728515625,375.347412109375
559.86328125,367.1592712402344
322.7353820800781,364.4493408203125
296.68280029296875,379.78271484375
482.0773620605469,374.3946838378906
466.03656005859375,385.4431457519531
359.22955322265625,391.8952941894531
413.419677734375,384.38592529296875
571.4806518554688,383.5775146484375
410.58209228515625,378.43450927734375
514.0548095703125,373.8236999511719
419.3542175292969,378.15264892578125
338.46624755859375,376.13299560546875
584.0362548828125,362.1702575683594
350.6921081542969,396.0803527832031
372.90966796875,395.076416015625
391.7412414550781,387.4322814941406
325.7092590332031,388.57135009765625
390.3714904785156,369.83734130859375
345.64288330078125,373.69305419921875
363.6800231933594,405.21221923828125
